clean_text,translated_text,subjektivitas,polaritas,sentimen
"2 kali coba pakai paylater, ternyata memang mahal biaya adminya ? 30k/bln, bukan main, bisa ditekan min? semoga saran konsumen bisa menjadi bhn pertimbangan.....terus maju gan sy update hr ini 05-11-2024, setelah pendana ganti, paylater sy yg sdh tinggi...tiba2 dibekukan sdh tanya cs jawaban standar? ya sudah... pindah ke lain hati saja. terima kasih sebelumnya","tried using paylater twice, apparently the admin fees are really expensive? 30k/month, not playing, can you press it min? i hope consumers' suggestions can be taken into consideration.....keep going, bro, i'm updating today 11-05-2024, after changing the funder, my paylater is already high...suddenly it's frozen. have you asked cs for the standard answer? ok... just move to another place. thank you in advance",0.38749999999999996,0.012499999999999997,positif
"ribet klo beli tiket krl, sering lola","it's a hassle when buying train tickets, often lol",0.7,0.8,positif
"musim panas poooool, driver banyak yang cancel untuk order gosend karna mereka mengeluhkan penjemputan barang lebih dari 4km belum lagi siang hari panas banget, kasian banget tu driver drivernya.. hari ini orderan gosend sampai ganti lebih 10x driver gak ada yang mau ambil order gosend.. 🥴🥴🥴 yg seharusnya di perbaiki itu aturan dari pusat, kenapa cari driver jauh jauh lebih dari 4 kilo, sedang kan anternya gak sampai 3 kilo. apa gak kasihan tu ama drivernya.??","pooooool summer, many drivers cancel gosend orders because they complain that picking up goods takes more than 4km, not to mention the very hot days, the drivers are really poor... today, gosend orders have changed more than 10 times, no one wants to take gosend orders. 🥴🥴🥴 what should be fixed is the regulation from the center, why are drivers looking for more than 4 kilos, when the delivery is not up to 3 kilos. don't you feel sorry for the driver?",0.5,0.1625,positif
"beneran membantu banget dalam kehidupan sehari hari, karena semua bisa dilakukan hanya dalam 1 aplikasi pokoknya gk rugi pakai aplikasi inj","it really helps in everyday life, because everything can be done in just 1 application, basically there's no loss in using this application",0.4,0.0,netral
"tidak bisa buat mesenin jarak jauh, padahal dulu bisa sekarang ga tau dah kenapa gitu","can't make long distance machines, even though it used to be possible, now i don't know why that is",0.7,-0.025,negatif
ok,ok,0.5,0.5,positif
ada beberapa driver yang kurang responsif dalam orderan,there are some drivers who are less responsive in orders,0.06666666666666667,-0.16666666666666666,negatif
"males lah, dari jam6 sampe jam 7 pesen gocar sama gojek ga dapet, malah dari harga 7k di naikin ke 8k","i'm lazy, from 6 to 7 i ordered gocar and gojek and didn't get it, instead the price was increased from 7k to 8k",1.0,-0.25,negatif
nyaman dan aman,comfortable and safe,0.65,0.45,positif
tepat waktu aman gak ribet mau kmn² tinggal klik ajaa,"on time, safe, no hassle, just click",0.5,0.5,positif
aplikasi yg sangat berguna untuk ke kebutuhan harian driver nya jg ok terbaik,"very useful application for the daily needs of the driver, it's also the best",0.09999999999999999,0.4633333333333334,positif
"pengemudi nya lama, tidak ramah, mobil bau, terkadang ada pengemudi yang tidak jelass","the driver is old, unfriendly, the car smells, sometimes there are drivers who are not clear",0.29166666666666663,0.024999999999999998,positif
"pengemudi lama, tidak ramah, mobil nya bau","old driver, unfriendly, car smells bad",0.43333333333333335,-0.29999999999999993,negatif
selalu yg terbaik,always the best,0.3,1.0,positif
mantab,great,0.75,0.8,positif
iklan terus,continued advertising,0.0,0.0,netral
baik sangat membantu banget,"ok, very helpful",0.4,0.35,positif
ga ada peningkatan setiap pagi pasti selalu susah dapet driver padahal lokasi di tengah kota,"there's no improvement every morning, it's always difficult to get a driver even though the location is in the middle of the city",0.5,-0.25,negatif
terbantu dengan adanya gojek.terimakasih,helped by gojek. thank you,0.0,0.0,netral
sip aplikasinya,sip the application,0.0,0.0,netral
kalo pagi pagi pasti gaada yang mau ngambil kenapa ya,"if it's early in the morning, no one wants to take it, why?",0.2,0.15000000000000002,positif
"udah setia sama gojek sejak aplikasi ini ada, rutinitas sehari-hari lebih efisien dan sangat terbantu.","i've been loyal to gojek since this application was available, my daily routine is more efficient and really helpful.",0.38666666666666666,0.2866666666666667,positif
👍👍,👍👍,0.0,0.0,netral
pakai gojek maau kemana aja bisa!,use gojek to go anywhere!,0.0,0.0,netral
"perjalanan yang jauh bisa jadi dekat bersama gojek,kerjasama yang baik buat gojek dan driver. pelayanan sudah makin bagus. semangat dan sukses buat gojek👍😊","long journeys can be close with gojek, good cooperation for gojek and drivers. service has gotten better. enthusiasm and success for gojek👍😊",0.375,0.3625,positif
"gofood nya mahal. harga makanan di markup/naikin otomatis 7-15rb, nambah lagi biaya aplikasi dan biaya penangnan. harga makanan misal 35.000 jadi 45.000, tambah biaya aplikasi 1000, penanganan 3000 ongkir 12.000. total 61.000 hhmmmm","gofood is expensive. food prices are marked up/increased automatically by 7-15 thousand, plus application fees and handling fees. for example, the price of food is 35,000 to 45,000, plus application fee 1000, handling 3000 postage 12,000. total 61,000 hmmmmm",0.6833333333333332,-0.13333333333333333,negatif
mantap membantu bangettt🫶🫶,really helpful🫶🫶,0.2,0.2,positif
oke terima kasih kangen water,"okay, thanks miss water",0.35,0.35,positif
hampir smua orang nya kagak niat kerja udh deket malah di cancel kalo gitu ngak usah kerja,"almost all of them have no intention of working, and they are even canceled",0.0,0.0,netral
aplikasi ini sangat membantu terima kasih gojek,"this application is very helpful, thank you gojek",0.3,0.2,positif
pelayanan bagus,good service,0.6000000000000001,0.7,positif
okke,okay,0.5,0.5,positif
saya tidak bisa terima kode otp karena nomor gopay sudah tidak aktif lagi saya ingin mengundakan akun gopay yang lama mohon bantuannya,i can't receive the otp code because the gopay number is no longer active. i want to postpone my old gopay account. please help.,0.4,-0.016666666666666663,negatif
masalah gofood jadi lebih mudah,gofood problems just got easier,0.0,0.0,netral
terima kasih,thank you,0.0,0.0,netral
pas ngeleh,just groaning,0.0,0.0,netral
"memang sangat membantu disaat2 diposisi terjepit,warung2 pada ttp..bagusnya aja gojek goput membantu sy","it's really helpful when i'm in a tight position, the stalls on my id card... it's great that gojek goput helps me",0.41190476190476194,0.27380952380952384,positif
semakin lama pke gojek makin mahal. pake akun baru diskonnya di top up gopay langsumg error kan aneh.. makin ga jelas ni gojek tarifnya,"the longer you use gojek, the more expensive it becomes. using a new account, the discount on gopay top up immediately produces a strange error, isn't it? it's getting unclear about the rates for gojek",0.4609090909090908,0.11727272727272726,positif
"hati² dengan modus baru tilap saldo dengan ngulur waktu sampe tidak bertanggung jawab dengan saldo yang dipotong dan hingga waktu yg dijanjikan tetap tidak ada konfirmasi apapun, dan kejadian terbaru terulang hari ini transaksi deposit saya tidak masuk ke gopay saya. kasus pertama dana saya yang digelapkan rp. 150.000,- hingga kini tidak kembali. 🤬👎","be careful with the new mode of checking your balance by stalling until you are not responsible for the balance being deducted and until the promised time there is still no confirmation whatsoever, and the latest incident happened again today, my deposit transaction didn't go into my gopay. the first case was that idr was embezzled in my funds. 150,000,- until now has not been returned. 🤬👎",0.6475757575757577,0.13727272727272727,positif
"cukup mengecewakan, saldo sering terlambat masuk dan harus menunggu terlalu lama","quite disappointing, the balance is often late in entering and you have to wait too long",0.5666666666666665,-0.31666666666666665,negatif
keren banget 👍👍,really cool 👍👍,0.65,0.35,positif
mantap sangat membantu 👍,"great, very helpful 👍",0.525,0.5,positif
mudah dan cepat,easy and fast,0.7166666666666667,0.31666666666666665,positif
puas,damage,0.0,0.0,netral
baik,good,0.6000000000000001,0.7,positif
"makin gajelas, saya bayar paylater tiap bulan gapernah telat malah kena blokir pay laternya!","it's getting more unclear, i pay pay later every month, i'm never late, but even my pay later is blocked!",0.275,0.1625,positif
gokil,crazy,0.9,-0.6,negatif
customer adalah raja dan driver adalah babu. begitu kan konsepnya... lucu sekali.,the customer is king and the driver is babu. that's the concept... very funny.,1.0,0.325,positif
banyak diskon,lots of discounts,0.0,0.0,netral
nice,nice,1.0,0.6,positif
"mantap sangat membantu, thanks","great, very helpful, thanks",0.4166666666666667,0.39999999999999997,positif
sangat membantu,very helpful,0.3,0.2,positif
siip,cool,0.65,0.35,positif
biar bintang saja yg berbicara 🫶🫶,let the stars do the talking 🫶🫶,0.0,0.0,netral
ongkosan kecil,small fee,0.4,-0.25,negatif
sangat membantu dn lebih mudah dalam perjalanan,very helpful and easier to travel,0.3,0.2,positif
ok,ok,0.5,0.5,positif
"tolonglah, jangan dibuat iklan promosi di ig, pas lagi scroll ig ehh malah ada iklan, kita buka aplikasi bukan untuk nonton iklan gojek. merasa terganggu dengan iklan di video ig, bintang 1 untuk gojek","please, don't make promotional ads on ig, when i'm scrolling ig there's an ad instead, we don't open the app to watch gojek ads. feeling annoyed by the advertisements on ig videos, 1 star for gojek",0.65,-0.2,negatif
banyakin diskon nya,lots of discounts,0.0,0.0,netral
is the best,is the best,0.3,1.0,positif
langganan,subscriber,0.0,0.0,netral
fast,fast,0.6,0.2,positif
ok,ok,0.5,0.5,positif
seru,exciting,0.8,0.3,positif
login aja dipersulit perihal kumis berubah buat verifikasi wajah sama ganti handphone 😅 gimana lah ini padahal erlu banget akses gojek atau gopay,just logging in is complicated by changing your mustache to verify your face and changing your cell phone 😅 how is this even though you really need access to gojek or gopay?,0.6,-0.15,negatif
"sekelas gojek, menghubungi cs krn ada masalah pembatalan gomart, nelponnya pake pulsa. apaan kali. gk semua orang punya pulsa di jaman ini. repot bgt pliss","gojek class, contacted cs because there was a gomart cancellation problem, called using credit. what time? not everyone has credit nowadays. it's a lot of trouble, pls",0.2,-0.2,negatif
"layanannya sangat membantu. semoga tidak berubah, kalaupun inovatif itu yg lebih praktis","the service is very helpful. i hope it doesn't change, even if it's innovative it's more practical",0.6,0.39999999999999997,positif
tidak dapat mengatasi masalah salah pesanan dan tak sengaja memesan,cannot solve the problem of wrong orders and accidentally ordering,0.9,-0.5,negatif
"bagus sih, tapi udah 1 tahun ini gak pernah dapat potongan harga","it's good, but it's been 1 year and i haven't gotten a discount",0.6000000000000001,0.7,positif
"semakin naik versi aplikasinya, makin bodoh sistemnya susah dapat driver terdekat.jadi selalu nunggu lama","the higher the version of the application, the stupider the system becomes. it's hard to get the nearest driver. so you always have to wait a long time",0.48055555555555546,-0.03055555555555556,negatif
aplikasi bangsad,bangsad application,0.0,0.0,netral
cepet,fast,0.6,0.2,positif
"driver tdk mau mengambil pesanan gf, pdhl hujan sdh reda","the driver didn't want to take the gf's order, even though the rain had stopped",0.0,0.0,netral
aplikasi yang sangat bagus,very good application,0.7800000000000001,0.9099999999999999,positif
good,good,0.6000000000000001,0.7,positif
diversifikasi goreng nya. milih2 paket. jd mles order gojek,diversify its fried food. choose 2 packages. so don't order gojek,0.0,0.0,netral
"sedikit masukan, tolong untuk voucher go food plus nya jangan 2x transaksi per hari dong, minimal naikin jadi 5 transaksi per hari","a little input, please don't make 2 transactions per day for the go food plus voucher, increase the minimum to 5 transactions per day",0.5,-0.1875,negatif
good,good,0.6000000000000001,0.7,positif
pelit banget kasi diskon giliram diskon gede di suruh ngutang payah banget kamu,i'm really stingy in giving you big discounts and i'm told you're really in debt,0.16666666666666666,0.13333333333333333,positif
bagus,good,0.6000000000000001,0.7,positif
setiap ganti akun gagal terus giliran nyoba berkali kali di suruh istirahat apaa si mau nya keadan lagi genting,"every time i change accounts, it fails and then i try again and again, i'm told to take a break, whatever it is, it's in an urgent situation",0.3,-0.5,negatif
aplikasi ini sangat membantu,this application is very helpful,0.3,0.2,positif
enak,nice,1.0,0.6,positif
"plis gofood makin kesini promo nya makin gaada, promo semua pake paylater masa org mau makan disuruh ngutang","please gofood the more promos here, the more they don't exist, the promos all use paylater when people want to eat they are told to borrow money",0.5,0.5,positif
